,ID,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Engine Capacity (cm3),Engine Power (KW)
11290,1163714,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11291,1163716,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11292,1163723,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11293,1163728,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11294,1163737,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11295,1163746,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11296,1163751,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11297,1163758,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11298,1163767,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11299,1163775,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11300,1163785,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11301,1163794,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11302,1163803,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11303,1163812,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11304,1163816,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11305,1163825,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11306,1163833,1387.0,95.0,2712.0,1580.0,1583.0,1461.0,81.0
11307,4588383,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11308,4588384,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,66.0
11309,4588385,1910.0,164.0,3430.0,1670.0,1670.0,1598.0,84.0
11310,4588387,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,66.0
11311,4588388,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11312,4588389,2010.0,163.0,3430.0,1670.0,1670.0,2143.0,120.0
11313,4588390,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11314,4588392,1420.0,106.0,2699.0,1555.0,1555.0,1461.0,66.0
11315,4588393,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11316,4588394,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11317,4588395,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11318,4588397,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,66.0
11319,4588398,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11320,4588399,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11321,4588400,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11322,4588402,1420.0,106.0,2699.0,1555.0,1555.0,1461.0,66.0
11323,4588403,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11324,4588404,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11325,4588405,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11326,4588407,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,66.0
11327,4588408,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11328,4588409,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11329,4588410,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11330,4588412,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,66.0
11331,4588413,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11332,4588414,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11333,4588415,1845.0,234.0,2585.0,1602.0,1602.0,5461.0,430.0
11334,4588416,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11335,4588417,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11336,366848,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11337,366853,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11338,366861,1250.0,114.0,2567.0,1485.0,1485.0,1499.0,100.0
11339,366870,1220.0,111.0,2567.0,1485.0,1485.0,1499.0,100.0
11340,366878,1505.0,115.0,2670.0,1563.0,1565.0,1995.0,110.0
11341,366883,1505.0,118.0,2670.0,1563.0,1565.0,1995.0,110.0
11342,366893,1505.0,118.0,2670.0,1563.0,1565.0,1995.0,110.0
11343,366903,1505.0,118.0,2670.0,1563.0,1565.0,1995.0,110.0
11344,366909,1505.0,120.0,2670.0,1563.0,1565.0,1995.0,110.0
11345,366917,1505.0,120.0,2670.0,1563.0,1565.0,1995.0,110.0
11346,366927,1540.0,125.0,2670.0,1563.0,1565.0,1995.0,140.0
11347,366933,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11348,366940,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11349,366949,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11350,366958,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11351,366965,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11352,366974,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11353,366984,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11354,366993,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11355,366999,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11356,367007,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11357,367015,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11358,367025,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11359,367031,1395.0,121.0,2670.0,1559.0,1561.0,1499.0,100.0
11360,367044,1435.0,113.0,2670.0,1559.0,1561.0,1995.0,110.0
11361,367053,1435.0,113.0,2670.0,1559.0,1561.0,1995.0,110.0
11362,367059,1220.0,111.0,2567.0,1485.0,1485.0,1499.0,100.0
11363,367065,1220.0,111.0,2567.0,1485.0,1485.0,1499.0,100.0
11364,367074,1220.0,111.0,2567.0,1485.0,1485.0,1499.0,100.0
11365,367080,1220.0,111.0,2567.0,1485.0,1485.0,1499.0,100.0
11366,367085,1220.0,111.0,2567.0,1485.0,1485.0,1499.0,100.0
11367,367092,1220.0,111.0,2567.0,1485.0,1485.0,1499.0,100.0
11368,367103,1250.0,114.0,2567.0,1485.0,1485.0,1499.0,100.0
11369,367110,1250.0,114.0,2567.0,1485.0,1485.0,1499.0,100.0
11370,367118,1250.0,114.0,2567.0,1485.0,1485.0,1499.0,100.0
11371,367130,1250.0,114.0,2567.0,1485.0,1485.0,1499.0,100.0
11372,367137,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11373,367145,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11374,367153,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11375,367161,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11376,367169,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11377,367176,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11378,367184,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11379,367192,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11380,367199,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11381,367207,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11382,367215,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11383,367221,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11384,367231,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11385,367238,1190.0,112.0,2495.0,1485.0,1485.0,1499.0,100.0
11386,367247,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11387,367254,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11388,367262,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11389,367273,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11390,367282,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11391,367288,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11392,367297,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11393,367307,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11394,367315,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11395,367322,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11396,367331,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11397,367339,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11398,367344,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11399,367354,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11400,367362,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11401,367369,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11402,367378,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11403,367387,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11404,367396,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11405,367402,1160.0,107.0,2495.0,1485.0,1485.0,1499.0,100.0
11406,4588419,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,66.0
11407,4588420,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11408,4588421,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11409,4588422,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11410,4588424,1410.0,94.0,2699.0,1555.0,1555.0,1461.0,80.0
11411,4588425,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11412,4588426,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11413,4588427,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11414,4588428,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11415,4588430,1420.0,106.0,2699.0,1555.0,1555.0,1461.0,80.0
11416,4588431,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11417,4588432,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11418,4588433,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11419,4588434,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11420,4588436,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11421,4588437,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11422,4588438,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11423,4588439,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11424,4588440,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11425,4588441,1845.0,234.0,2585.0,1602.0,1602.0,5461.0,430.0
11426,4588443,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11427,4588444,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11428,4588445,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11429,4588446,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11430,4588447,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11431,4588448,1845.0,234.0,2585.0,1602.0,1602.0,5461.0,430.0
11432,4588450,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11433,4588451,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11434,4588452,1450.0,107.0,2699.0,1555.0,1555.0,1461.0,80.0
11435,4588453,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11436,4588454,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11437,4588456,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11438,4588457,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11439,4588458,1680.0,102.0,2939.0,1605.0,1605.0,1950.0,143.0
11440,4588459,1845.0,234.0,2585.0,1621.0,1621.0,5461.0,430.0
11441,4588460,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11442,4588461,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11443,4588463,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11444,4588464,1450.0,107.0,2699.0,1555.0,1555.0,1461.0,80.0
11445,4588465,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11446,4588466,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11447,4588467,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11448,4588468,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11449,4588470,2102.0,174.0,3430.0,1670.0,1670.0,2143.0,100.0
11450,4588471,1450.0,107.0,2699.0,1555.0,1555.0,1461.0,80.0
11451,4588472,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11452,4588473,1450.0,107.0,2699.0,1555.0,1555.0,1461.0,80.0
11453,4588474,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11454,4588475,1800.0,133.0,2939.0,1628.0,1628.0,2987.0,190.0
11455,4588476,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11456,4588478,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11457,4588479,1680.0,102.0,2939.0,1605.0,1605.0,1950.0,143.0
11458,4588480,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11459,4588481,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11460,4588482,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11461,4588483,2037.0,153.0,3430.0,1670.0,1670.0,2143.0,140.0
11462,4588484,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11463,4588486,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11464,4588487,1735.0,119.0,2873.0,1605.0,1605.0,1950.0,143.0
11465,4588488,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11466,4588489,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11467,4588490,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11468,4588491,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11469,4588493,1680.0,105.0,2939.0,1605.0,1605.0,1950.0,143.0
11470,4588494,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11471,4588495,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11472,4588496,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11473,4588497,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11474,4588499,1420.0,106.0,2699.0,1555.0,1555.0,1461.0,80.0
11475,4588500,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11476,4588501,1450.0,107.0,2699.0,1551.0,1551.0,1461.0,80.0
11477,4588502,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11478,4588503,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11479,4588504,2102.0,174.0,3430.0,1670.0,1670.0,2143.0,140.0
11480,4588506,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11481,4588507,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11482,4588508,1420.0,106.0,2699.0,1551.0,1551.0,1461.0,80.0
11483,4588509,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11484,4588510,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11485,4588511,1800.0,136.0,2939.0,1605.0,1605.0,2987.0,190.0
11486,4588512,1420.0,106.0,2699.0,1555.0,1555.0,1461.0,80.0
11487,4588514,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11488,4588515,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11489,4588516,1450.0,107.0,2699.0,1555.0,1555.0,1461.0,80.0
11490,4588517,2010.0,158.0,3430.0,1670.0,1670.0,2143.0,100.0
11491,4588518,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11492,4588519,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11493,4588521,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11494,4588522,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11495,4588523,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11496,4588524,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11497,4588525,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11498,4588526,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11499,4588528,1450.0,107.0,2699.0,1555.0,1555.0,1461.0,80.0
11500,4588529,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11501,4588530,1450.0,107.0,2699.0,1555.0,1555.0,1461.0,80.0
11502,4588531,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11503,4588532,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11504,4588533,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11505,4588535,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11506,4588536,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11507,4588537,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11508,4588538,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11509,4588539,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11510,4588540,1700.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11511,4588542,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11512,4588543,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11513,4588544,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11514,4588545,1450.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11515,4588546,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11516,4588547,1680.0,112.0,2939.0,1605.0,1605.0,1950.0,143.0
11517,4588549,1420.0,104.0,2699.0,1555.0,1555.0,1461.0,80.0
11518,4588550,1735.0,119.0,2873.0,1599.0,1599.0,1950.0,143.0
11519,4588551,2010.0,153.0,3430.0,1670.0,1670.0,2143.0,120.0
11520,4588552,1395.0,126.0,2699.0,1555.0,1555.0,1595.0,75.0
11521,4588553,1800.0,144.0,2939.0,1605.0,1605.0,2987.0,190.0
11522,3925464,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11523,3925471,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11524,3925481,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11525,3925488,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11526,3925495,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11527,3925502,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11528,3925508,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11529,3925517,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11530,3925524,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11531,3925531,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11532,3925537,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11533,3925543,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11534,3925552,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11535,3925559,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11536,3925566,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11537,3925572,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11538,3925579,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11539,3925587,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11540,3925594,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11541,3925601,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11542,3925607,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11543,3925614,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11544,3925621,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
11545,3891530,1505.0,129.0,2734.0,1602.0,1602.0,1197.0,97.0
11546,3891534,1505.0,129.0,2734.0,1602.0,1602.0,1197.0,97.0
11547,3891540,1576.0,104.0,2734.0,1602.0,1602.0,1461.0,81.0
11548,3891547,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11549,3891555,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11550,3891561,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11551,3891567,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11552,3891575,1280.0,119.0,2670.0,1596.0,1596.0,1197.0,97.0
11553,3891583,1395.0,95.0,2712.0,1596.0,1596.0,1461.0,81.0
11554,3891590,1395.0,95.0,2712.0,1596.0,1596.0,1461.0,81.0
11555,3891633,1469.0,103.0,2712.0,1596.0,1596.0,1598.0,96.0
11556,3891640,1387.0,95.0,2712.0,1596.0,1596.0,1461.0,81.0
11557,3891648,1280.0,119.0,2670.0,1596.0,1596.0,1197.0,97.0
11558,3891656,1395.0,95.0,2712.0,1596.0,1596.0,1461.0,81.0
11559,3891665,1280.0,95.0,2670.0,1596.0,1596.0,1461.0,81.0
11560,3891670,1328.0,123.0,2670.0,1596.0,1596.0,1197.0,97.0
11561,3891678,1387.0,95.0,2712.0,1596.0,1596.0,1461.0,66.0
11562,3891688,1280.0,119.0,2670.0,1596.0,1596.0,1197.0,97.0
11563,3891696,1280.0,95.0,2670.0,1596.0,1596.0,1461.0,81.0
11564,3891703,1280.0,119.0,2670.0,1596.0,1596.0,1197.0,97.0
11565,3891716,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11566,3891764,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11567,3891771,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11568,3891777,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11569,3891784,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11570,3891793,1280.0,119.0,2670.0,1596.0,1596.0,1197.0,97.0
11571,3891798,1387.0,95.0,2712.0,1596.0,1596.0,1461.0,81.0
11572,3891805,1280.0,95.0,2670.0,1596.0,1596.0,1461.0,81.0
11573,3891814,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11574,3891820,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11575,3891829,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
11576,3891840,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11577,3891847,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11578,3891852,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11579,3891858,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11580,3891870,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11581,3891877,1134.0,127.0,2589.0,1509.0,1509.0,1149.0,54.0
11582,3891891,1068.0,108.0,2492.0,1455.0,1455.0,898.0,66.0
11583,3891898,1068.0,108.0,2492.0,1455.0,1455.0,898.0,66.0
11584,3891906,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
11585,3891913,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
11586,3891922,1280.0,105.0,2810.0,1492.0,1492.0,1461.0,80.0
11587,367411,1295.0,133.0,2495.0,1485.0,1485.0,1998.0,170.0
11588,367420,1295.0,133.0,2495.0,1485.0,1485.0,1998.0,170.0
11589,367427,1265.0,107.0,2495.0,1485.0,1485.0,1995.0,125.0
11590,367474,1165.0,109.0,2495.0,1485.0,1485.0,1198.0,75.0
11591,367485,1190.0,89.0,2495.0,1485.0,1485.0,1496.0,70.0
11592,367492,1235.0,136.0,2495.0,1485.0,1485.0,1998.0,141.0
11593,367503,1235.0,136.0,2495.0,1485.0,1485.0,1998.0,141.0
11594,367508,1305.0,123.0,2495.0,1485.0,1485.0,1499.0,100.0
11595,367515,1305.0,123.0,2495.0,1485.0,1485.0,1499.0,100.0
11596,367525,1305.0,123.0,2495.0,1485.0,1485.0,1499.0,100.0
11597,367532,1305.0,123.0,2495.0,1485.0,1485.0,1499.0,100.0
11598,367541,1305.0,123.0,2495.0,1485.0,1485.0,1499.0,100.0
11599,367549,1305.0,123.0,2495.0,1485.0,1485.0,1499.0,100.0
11600,367555,1305.0,123.0,2495.0,1485.0,1485.0,1499.0,100.0
11601,367563,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11602,367572,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11603,367581,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11604,367585,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11605,367595,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11606,367607,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11607,367615,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11608,367622,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11609,367629,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11610,367639,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11611,367647,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11612,367652,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11613,367661,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11614,367669,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11615,367676,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11616,367684,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11617,367693,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11618,367700,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11619,367707,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11620,367717,1370.0,134.0,2495.0,1485.0,1485.0,1998.0,141.0
11621,367726,1340.0,109.0,2495.0,1485.0,1485.0,1496.0,85.0
11622,367731,1320.0,100.0,2495.0,1485.0,1485.0,1496.0,85.0
11623,367739,1440.0,126.0,2670.0,1563.0,1565.0,1499.0,100.0
11624,367749,1505.0,144.0,2670.0,1563.0,1565.0,1998.0,141.0
11625,367759,1605.0,146.0,2670.0,1563.0,1565.0,1998.0,141.0
11626,367766,1505.0,115.0,2670.0,1563.0,1565.0,1995.0,110.0
11627,367773,1505.0,118.0,2670.0,1563.0,1565.0,1995.0,110.0
11628,4884651,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11629,4884660,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11630,4884687,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11631,4884726,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11632,4884999,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11633,4885006,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11634,4885078,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11635,4885093,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11636,4885167,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11637,4885256,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11638,4885494,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11639,4885501,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
11640,4885514,1330.0,144.0,2612.0,1522.0,1522.0,1368.0,70.0
